model_uid,lvis_category,caption
dca771ce34eb4d21879a489eca6c4882,chair,abstract geometric chair
051e770656694110b1496f496c21b1e5,figurine,duck wearing cap
e487dfd680c447268b44d5c870af0163,sculpture,abstract sculpture
f1f27c9c2384445687f2e2880476015b,sword,sword
00822cacab8941d5fd9f3ac0903d28f902e354b01bca34822bf39b199acbd3af,car_(automobile),car
dce4c26162084cd68dc2e39672b536588656ff75f7e8001152865d1c06778e1a,chair,mechanical arm assembly
ff76f5e4ad7e4ea581469e4f6e43de5b,figurine,sculpture of reclining figure
5063fde0f0864c7a8324796b0b4aed05,sculpture,abstract sculpture
dd480aabf81a4886a72874c4cc3c5be6,chair,square rug with sofa
e307229728984d9a8b95c0925637f1f9,figurine,stuffed animal bear
f29770e3c92c4bf483a517cdd37b60a2,sword,sword
011ffd4747953e3737283408278364af471834de7a1f19144fbb036e0e846ea2,car_(automobile),car model
dde4ebd3017545128b3dba2a745d06d3,chair,office chair
6d66035707304c58ab408fd9d295ee25,sculpture,gray rectangular slab
f2c9d711be324d079ef3ece13a4bed26,sword,sword
015bc32008b04f4483d08c5f0b7c76e5,car_(automobile),square plate
de1c5633aeafa017c30c465c894b683e760a043a114aba4445bc8c5860b19fcc,chair,modern chair
96870f6390264d97b7e4cfe75592d79e,figurine,skull with candles inside
f308cfe0bad5405d8ed1b386226fbf89,sword,knife
01bb3e0320680893f765bc4dde785e32ac1d03fbf2eed4064798003de979b064,car_(automobile),car model
de7c423aa2da23edf9c00c9b82b95e10092d640f30fc67816378e2a891d00bde,chair,office chair
f36f3d0209cf47ba865f6eef5feffad6,sword,gray abstract object
02145ab5d90f493c9bd204159cbe8465,car_(automobile),abstract sculpture
dec49cc2e07b41dfbe27b6a090e6eb98,chair,stacked geometric blocks
f6c082b1b57c408f94f01d36dfab63bb,figurine,abstract sculpture
b6b8323397ea0778524f75d74212024504563e017edf0a281f18863b91890dd6,sculpture,tweezers
028976176b1c419782ce5e12145e98eb,car_(automobile),car model on base
defda34da41440189b7520d1f9f88c47,chair,toothbrush holder
7e5dd64387c540cf83376002d20676cb,sculpture,sculpture of figures
02f0c980fb5a5f5e11ed3a8d95a0739ce009b04a16de014eda2f71d54d49cbc9,car_(automobile),car model
df54db417df30826b425a004577d922d4c4043f132f8cb852e393b3c9d7c9db5,chair,foldable chair
98b64ad4d6a0e52dbde2790a1aad6d88708008b13b6f908e218febe0dd143faf,figurine,humanoid figure
2d10343fbaef60dd71fa2e4b009c18354e612439b26556a015df3fb9f217c6b3,sculpture,abstract geometric sculpture
f473b521c80c473b962593b6bcec3e41,sword,unknown object
37d821f53ea20a9b92760de711e9df35cf6430a7e66667b42814dafefec2e83a,figurine,pixelated robot figure
1c6847a1835f4a01a43f8e32fa3d6482,sculpture,abstract gray shape
f4b7017efccb4d90b3b4ad66a1887346,sword,dark gray parallelogram shape
dffa990d60ca38b0451c3ea68e63d92cb41935c7a0fbe6f3bee2f8a8bdbc046b,chair,modern chair
162ec2da6a93b375513ca69f6b46a3f9af42e38a5410ee7c68e4cf9d7143908e,figurine,falling person
702be5420f11439888369824bc8db25a,sculpture,abstract scribble
f508f7be9fb7419d993761c9c23f167f,sword,barrel collection
03ed20cca04d4250a33fe9d47899dda4,car_(automobile),van
e0388d3d572c4df3bfbad0887497fe97,chair,stool with curved support structure
ffa4d7fde6124839b1a24eb1dc3eb955,figurine,miniature warrior figurine
f533b583fbe045c0a33815cbfbf9dc4d,sword,sword
04298839e6be4d85b799fe64e6ea5d84,car_(automobile),car model
e07a52e998dd41c0bd55c3eee5ccf4b9,chair,abstract chair sculpture
752615de32349eaceac4d45a50f6cddf7b86d3547766b0633a71aaf03fc68e41,figurine,humanoid figure
5d6059d900e3435289bfc62ba3cad43b,sculpture,bust sculpture
f581ea336f8568caa52cec4eb2eda3cfc1d6f0e98f9412be4d7caa82d549aea4,sword,viking helmet
e1188b5b9f4f456ea22e411b206e991c,chair,office chair
53f6e8827c5e4115ae00e55c9d13331f,figurine,low-poly rock-like object
d654c999ea18458c92a96f57af6138cf,sculpture,folded paper sculpture
f5f6087bcc4b47c0b3a2cdaa7c1243b7,sword,sword
04c8bded2f7848ec8813fbeb32dd18c1,car_(automobile),car model
ba988d955dc3d7913243d3a0743c83646451a415db463cf3ea5d46bea5b57d66,sculpture,seal sculpture
f65b6356299147209fc30c9820bf4033,sword,abstract gray sculpture
05223046082d49868f04daebd17ffefb,car_(automobile),car
e1a52ccc5ea5486e84f99049196f917e,chair,modern office chair
29968beedb647d9881a24a2ad0cc46ef3ef3d788467774ad261a7807571d07e3,figurine,satellite
bf02e5ffc37946659e470afc235eac39,sculpture,stone relief fragment
f6900cc1a7af4fa4b335f0cf1a1b6250,sword,sword
055d4a6ec6421cccec304298d0eefe66ffab4295474dbf3608adcf76288f4ad6,car_(automobile),car
e1f68b884d1b455f8dd80f9673fa0b0c,chair,armchair
8be2aa8fb0374d04a127ed1ee42050b1,figurine,abstract human figure
86be5f445c8b4b0b9c0110775de9c5ea,sculpture,floor lamp
05c9cc45f5746b754b138de6b9f43415ae01857b14272066eeb655895867114e,car_(automobile),car
e234c22c38344de6b8d4ba6ed7c90de0,chair,abstract geometric sculpture
f461b004392c61994da2a247128e8393ddc0b752d5db040a95244b110fab2a9f,sculpture,abstract human figure
f742d653c0c545b48908c005bc39fdfd,sword,sword
060176e8d98235b3942d4c7518e92d9fe5c4e5c38a4c9a0006cffd7fb7d6a8ba,car_(automobile),car
e27a4137cb6608ebb109037a1591d819bddeceeeb9b5616a36ac0272acf40086,chair,foldable lounge chair
a475809d457b1a388d1c5a42f841c4bb83e5bc967a99d7dc72f6c4142df6f707,figurine,sword
d29d4dc0e94c26845e49ae04a9003bf0eac4bd27e6f59f360bcab106b4695811,sculpture,low-poly hand model
f76832c0b5554b2d87471b1d7195c793,sword,sword
0646cd41a45549aea095bd45323989fa,car_(automobile),car model
e2dfcf8ed2884f3baa1c54af2886a2f0,chair,foldable chair
d511bde7acb243f7b78cc10133d16fb8,figurine,statue on circular base
fb9b21f4653404f1deddd609ec56eb6244e6dcc13147c8ce3ccc48b24b216047,sculpture,sculpted bust
06775c9afe5a42e5827e96db5d0e07f4,car_(automobile),car on platform
e319e0025d214ac88acc428fdd7e573b,chair,modern chair
f83513491b3744c9b319d4c755f4aae1,sword,sword
06d72eef19f841b68f8300bd2366e5e18fb2b691f8683459d0090c7a5fcd0b10,car_(automobile),toy car
e3597c628dfc42bea356c4ee795e29b5,chair,stool
f89078843594483588892c021fc56799,sword,sword
07790993af4c42a7800fbb1832b75712,car_(automobile),car
e3923d663031462f88737a8a3e443fab,chair,modern office chair
a90d202ad45a4b0a9dea143ba6a74825,sculpture,broken block
f8e7eb0bafd945bc877acf2f2a4cba7f,sword,swords
07bd2a50cc904d577481ce3a706db3316436f186ac774aa9a2cf9224f06b1a62,car_(automobile),toy truck
e3cf66a5312a4890bfd994cb9badf9fb,chair,armchair
50c90fce63776ba1c43dd676ae641eb52c1a2b6ac9710f7fe9ae556d41c1bb12,sculpture,human figure sculpture
f94514a7be34499491f78767e8f1e99d,sword,sword
07e9e396797f44e29828d9de7317f553,car_(automobile),car model
e4292383ff5a4828a27924dfbc7796bd,chair,futuristic gaming chair
5b5d2f89bb39406a9906e2180f8f3dfc,sculpture,baseball glove
f9819e9e347d0f681f6aa5bce9d9c93d231e2145d8a2a361633af14ba6f5db34,sword,stick
082cb9614bab84b3d48238f831c7bb10f003138a021f80f1b55b27e08ab9165a,car_(automobile),broken car
e46344402a4977d12b77f8e95b84f32a619e776a1a957da2965097ab9da6611a,chair,armchair
5c93e84463713f9ab54bd809a982a0052ff04a6116a4d8754c5d03ab68b3d8a8,figurine,humanoid figure
087d5869e9c34ac380a96ac0f892e05a,car_(automobile),car model
e4a5ec9ec10601afc26f66b6c4dcf02150600f82e0f400fddb1aa2a2459d1379,chair,clamshell-style tool
97e169654d0144e5a8ce9e6cf10c1be6,sculpture,abstract gray sculpture
f9faebe47213474f9300d507b6fa1c2d,sword,candle
08bbbb9d3e014dc392a1eb8455646d75,car_(automobile),car model
e4e59d18b5cbf76b76692c4c32f340c15889d04604ec95f32ffa549c71cf8f2e,chair,broken chair
4cc06ec33e172c8f2fc341b910087afe189b4226a53bb4236706d24b33d52da7,figurine,humanoid figure
bfda586cbec44fdcbf6e956967785d5a,sculpture,cow figurine
08f7e89a234df0c16a3b84ceac08d039ac3fdabfeb2c7fba7ab09dd7ad52f22f,car_(automobile),car phone mount
e50a70d49d2f383ecdfd828385302eed27f64d4d1267990967424786d0d22d0d,chair,rocking chair
a5fd847b2d3c452aa1b7d2e416c0d3d0,figurine,fantasy armored figure
064576dd500a4fa8817cd32e4610f075,sculpture,abstract geometric sculpture
e55dc3578c3345449694b9d4ea6748d9,chair,abstract geometric sculpture
47190ccde3d366e88086aaba21fc017f305887dab5a13c78fad5fbf55498fa40,sculpture,box with protrusions
fb553860252a48279c6203b942d22341,sword,sword
096f516ff0424a249c6a8b65e04a8077,car_(automobile),toy car
e582b768f34f2c2e1a1515bb5b950b09066cdc4f70be67ea2e56f7993d8c3107,chair,modern minimalist chair
e5b8bb9961b642218163df6f029f82c8,chair,office chair
cba28903926dfcfa68bb627e57c9e791be85d11b001eae394ed89556326903b4,figurine,hammer with detached handle
781344ece32d4692affe82c5474c0b75,sculpture,spider-like figure
fbd1ba8903a34736b3cb8b43e4aef7bd,sword,sword
0a46938e3e612d66e53f4878e355907aea1b9a4e43dedbc9633077870f66a430,car_(automobile),broken car
e619ac03ed364ea5bf2f6f0140570817,chair,abstract chair sculpture
7a536c98d2a6b7480e2c62e9fbd8d275595aea31a06b20dfe0dbbaf90af2acdf,figurine,abstract human figure
fc61941a901b438f89163e435492a389,sword,knife
0ab6a5fafd434d37b64fdbaa0fafd67b,car_(automobile),car body shell
e68edd3f69d047fc92cb8a43fc5eeb90,chair,modern chair
c7b045c3d14abd6df5c820dd394a611d17488926d1d6ef469c0a3edae6cea89d,figurine,abstract humanoid figure
2b97e2c8100e79329c0d44a0d33c016763855b8792c0f60908fb195e3183b2eb,sculpture,pipe elbow connector
fc9c6e9737e945c3912f9329947c9615,sword,sword
0b1b616ca5f0bfcc9435813130be858f2a5bfd292a696d1c74c13a1bc8c2db98,car_(automobile),abstract geometric sculpture
e6bb4cbcbad60ac0daf2d09b0777721775a434dfec5354711bd8b4c3878c9863,chair,camera
9bd6d6fd6b188e7745b89e0aa6408d353601d5261f38dd188a95540fad4df700,figurine,hand model
af67fbaae46c4336b66a9ad080cdb3d0,sculpture,folded fabric bag
fccd76bc1b6045bf9cab6480c749437f,sword,sword and scabbard
0b5f1acee22b465398891cd3e3929d6a,car_(automobile),car model
e72f4b1ccf784acb8805f01f3edc5a07,chair,simple chair
84a806c2a3b3415284dbad6e7d899c1c,sculpture,relief plaque
0baf87751b2f4ef48c0a69cfb5bbffb0,car_(automobile),car on platform
6cb13947da954089b35dfdb504d6b85c,figurine,abstract human figure sculpture
704ca71377b34cc0a143e6bea02c2598,sculpture,statue
fd5e80b4850d484cae2dbd317a19b537,sword,sword
371c0768aee0d046756deb6d28ef5e8626d323b900a94b59eb1771de23ebdda7,figurine,stylized humanoid figure
5fa12d68a65246b0bc1461ad452a770a,sculpture,fragmented stone slab
0c413e597a8846df93fa5937bc7a8b91,car_(automobile),car model
e7f0f667b65e46ede0ef05838d0cbb327ed791283379add2d7e4c442ac33e57b,chair,staircase with railing
dc20e703c2bea0932a8cfeafadd739db441fa3f42c35350239daee17226ec2e8,figurine,person with sword
1927b6b0bb360ceca1d81cf9ea66cbf565a472b0c73c2d5ca1498f5be5b83e3f,sculpture,face mask
fde57f249ec8437b8c53cf9bee8514f9,sword,person in robe with weapon
0ccb7e7e2f7118c51fcc351eae0880e21d7b16aa133fe7aa1c83de109ad5b621,car_(automobile),abstract gray rock-like object
0d194df27b3742be9e76bee46f04bf92,car_(automobile),car
e84b57f9fbcd4e1b864c8d177a57ecf1,chair,abstract geometric sculpture
84f2806a4016e4d3e7b4fdfc92b0ed14257f75c752e72f667e1a59b4d7c1c816,figurine,stylized human figure
0d59ff76234b4595be68094f8c575ecc,car_(automobile),car model
e86a414b6ebe4797b3778bef33bc01ed,chair,stool with backrest
869541cc909a4f59aa50303339735207,figurine,pipe fitting
fef8ec5814eb45afabcf2063dc480718,sword,sword
0dc52d1a9dec486793d2a68df2177358,car_(automobile),car model
e8966021fc0a41359f6381160d30ffe2,chair,modern chair
6fbf19fb82499d3abf692326855b707c6170371e143f63f9462f7e9d5aaab444,figurine,humanoid figure
e72e72f2fcc140f68ab8d7dceadada8d,sculpture,person wearing wide-brimmed hat
ff51a0abdf5d4eabacde65c78991c41a,sword,abstract sculpture
0e550b72fa649f93e765ab955914ab4f2cf30ce23394b9fb50052ea8e81c2162,car_(automobile),car model
e8f37d99d6a343f490df2a3e5f82b81f,chair,office chair
62652cfcf9ef482d8f8a5ae064436187356dec618573bf9a268e8048736444b0,figurine,person holding paddle
c4b5df1c2ad3a5b099a7ced3bb5f02f5e6546857f29b279f5e7687b1084ac133,sculpture,abstract human figure
e9460e4d35919d2e2f343b8881e9df5e654f986c0af22ae3d1cc7b2cfae51b31,chair,modern chair
42b6bb03ba00eea9fb3b423293af292aa1b8a9a25130c5251959e6b1bb9c69a4,figurine,stylized cartoon character
cb993584ef905f2496eb4d58ef3e0bc544ac158111cee7c8e0115d5082ca6191,sculpture,falling person
0ed6ece737f1436fad75e4968543ab9d,car_(automobile),car model
e980bdb58d331f13563f087f09f5635aef1054f15bb689322db521ec30cc9d97,chair,woven basket chair
874505106c2f88da6a515a2fedbcb9e9d4f4155fc95c06b4d32e63b788f11d09,sculpture,abstract sculpture
006a6d9025d94d1fb65b6d85e85e35c3,sword,sword
0f31b033df1c47e0a4ee2340e3cd5508,car_(automobile),car
e9efe21a2bcd7f7c9b56919baf5cdb507c03ff962da22f6653e139357a0c578f,chair,rocking chair
b7b984ce08a77ae4e3202fe139f184a064e628e70aea622f68044e6e7cc4090c,figurine,mechanical tool
9c293ceb45c945ebbcae87f75263a172,sculpture,fragmented ceramic vessel
00a8d07ef0ba432dafecd171be83f47b,sword,sword
ea5649322535472ab3cdef27ce6e39b4,chair,modern chair
4abdb86b90675cc34f073039e205a49b218d06cf7138b811eefb2f0f67089c77,sculpture,person in falling pose
0ffb73a0da04455f8bc3decf51907457,car_(automobile),car on display stand
ea7978db0f42d0c6bb6b44c3ca8a9c05000d69f42f9d01cc454407bb3d6ee7b9,chair,abstract geometric shape
015211eb6632455fa5ca9c437ab96fcc,sword,screwdriver
1054ae1a67a81c994f945fb88c82bccff65fd5aa5583318d6476487e7620cb10,car_(automobile),gray plastic case
eab611c19d8416d408696e4fb825ce073026dceae003a444a7c125af2e0695e6,chair,modern chair
ed08dc6e3ff4caa23fce480fb4f643c0a0e47ec313e61343ab180b66f13955d5,figurine,humanoid figure
7db94fa443db5ecbc77da87af9584cbc889a534dbfb4437d285ffcad922707c8,sculpture,dragon-like creature
017ad675a87b409d99f15d227761ff99,sword,sword
10847513ad49b20bed4b64f51dce366d105973816f1c68fab11d8eae5ec739dc,car_(automobile),car model
eaee775236304eb7a4a173e09f4c15e3,chair,abstract geometric sculpture
19ffbdf962c46debb97ab23e68300a230b28474461eaae6a07d5d8dd427d28df,figurine,human figure
c57f945cb77a4a34ad1628165e3ec1f2,sculpture,gray geometric sculpture
01a6a274c4de4cb081c8b93563f0c73d,sword,sword
ebc4b4d6e3d14c87b2e89256e2de0810,chair,modern chair
db260415e7e345edb481dd165c21ca40,sculpture,stone monument
1130c591fa4b4c11a24433ac21f167e2,car_(automobile),car
ebfccd25d2044e0a8100ff75adb35936,chair,rocking horse
05a805d8d182551c87d615dd7f169e4f0bcf032548bb18f49f425d1c9e47c95c,figurine,robotic television figure
021bb83936034a019f20207a259d6c80,sword,sword
11bb5b30bf5445dca91758d34c9d9290,car_(automobile),car phone mount
0fb9f685823a443db7cd867832e48c99,sculpture,stone figurine
0261c44b4d714fcc9ebf15648ada24ef,sword,sword
122b9a58bc434a7dbec84ad0676a87f4,car_(automobile),sports car model
ecb498d9ace24de79902d1289a3431c0,chair,abstract geometric sculpture
7672607f076a379c422323aa5e23b5bb2a2612329fda1ad6d5edc9733621989e,figurine,humanoid figure
c92e7d3898b9463b899e4dcf29566698,sculpture,abstract sculpture
02bce8f203074d1fb5eb465ca8b1b1e2,sword,sword
1266a3cae79849babe86ef7fb3da85ad,car_(automobile),car
ecd8e671d76a47cca0983e892b6f04a8,chair,abstract sculpture
6b4bf7fe133239e2cc6590a162cb21d4a8801117bb911bda0efbdb24ac11a782,figurine,humanoid figure
5791ea84e2244ab7ba84ee782f5fc88c,sculpture,chess piece
12a5f07b938a83e8dd8d5d792064f05a6a466179449036b0f9b7aedaf26d6b7d,car_(automobile),car body shell
ed1d1e31426e4368a9478e6fa9291e7b,chair,abstract chair sculpture
bce502b5a546d51baa4a1b3aa7749fec0239c05eba8c17257199eb052b5bcf53,sculpture,abstract curved sculpture
039f075c349c4981a5db5f90fefdc582,sword,sword
1303ceb6d5d39def66810c2c11cce82d2c3b6253a054ed7b972c2524abf57a76,car_(automobile),car
a2c3311ec820251fd7ee7627b50bb017d491658344063b1c72485b6a2c1cf62e,figurine,abstract gray figure
89f9304ef21d4258851cb657097929e2,sculpture,weighted anchor
13562771cdd94ee9bf74b0e8dbd7b582,car_(automobile),car body shell
7e0cb1f7c3964867a76b2980f8b16a58,figurine,stylized bird figurine
0c2edb84e13843974d9af287901ed8c8ac5ccb2f93365797aa60b655b935f47e,sculpture,pixelated horse
13e3590d9cc440f28d03bc02512f37e4,car_(automobile),car on platform
edf04983d4d145e5a1f353a3d7a9b83d,chair,modern office chair
85aff2cf6438c6930ef202ed18be935963cb228eca74512a1aba24fb5d0cef91,figurine,humanoid figure
0461d81ac24f49e5be301a4324c70284,sword,sword
14494e5ffcea469d96505865a1068514,car_(automobile),car body
ee1e4fa481484989b0e01b0078b71a96,chair,armchair
995987ddbf46401cba69dbaaaed4e25b,figurine,person on skateboard
0a0626c8d463456ba286764b4f6e2d37,sculpture,crumpled paper ball
ee768329a6a06cfb933c63d4ca632ddb4d7a72e22ddae373e3852be5bebdc3d7,chair,modern chair
69dcd8e157c148a6874f374d2bf4c8c0,figurine,grey 3D human figure
72abc6a5f08240b9bf8e545d2f644212,sculpture,statue
0526c32898284824b7f836ae934bdf52,sword,sword
14eb07567f5b1c5f2feb16ee6adf3559960483a071c58f020c43d019cd1c45e2,car_(automobile),gray toy car
eeb516e7a856492fb5739aef24fa1914,chair,folded fabric object
b60f4dc0f1ca4db05d4dc66fdbeaba9049571f419e230f6a7fee864758d0f4e2,figurine,abstract gray sculpture
2f874f390db34a6bba18b19f9801ee6f,sculpture,abstract sculpture
153ba4757b7cc615176325c0ccb4f9f3d2633fccd5c22cad603304402ec83aee,car_(automobile),car
eee134142f02488489c06409e9bf32ce,chair,modern chair
334b09145aef4771b65da93474e31073,figurine,stylized figure on hexagonal base
05c5d37ead0d47d2823bf28aab659da3,sword,sword
158b2e69e5bd411b8b4bb3d385520c9e,car_(automobile),toy car
ef4e62f409a8478584fbc609aebc149a,chair,woven basket
e9f967a59c02506cb0472f640ff871185d579d2f7d9036f8612b23af01791bc7,figurine,angel figurine
b544d8974a715c13e3d763a94a9f2ae586dd91f6fe61919110fc0b7a493ec5ab,sculpture,abstract figurine
060d879505c0039b8246a5faba3a14c4c69741b8ef916a964895bad8cf5d4288,sword,sword
15e5576f4b724f2db357165caed3492b,car_(automobile),car model
ef748a4e2b624605838490ceb72122f5,chair,modern chair
e0279e03ae5c4ff7e8c9ac8d86c5e7829cbfb9be2c458c250fb171181d448983,figurine,stylized human figure
c4bcba1bdaa177a6ccc461b911296d6cecec1fde5d7cc71e1c28b34d5e5e7191,sculpture,gun
06b407933f19c36475e57ee0cb5eba56ee9954e55f8e04b3fbe931c8d47cbf1c,sword,sword
162dcb745db00b5be6b60d53dfc63b36bcce901505bd935ac08b73142c39a5e1,car_(automobile),toy car
24afc0f7e0ddbbd3f8d8d44a1afa284bf2e126c21c350382c4b04ef8420fa28d,figurine,humanoid figure
07201b7518d04b4fb5993180472fcf42,sword,sword
167e322c44244dad8d6c736967bc3b6f,car_(automobile),motorcycle
efc4e8152bdb4bea92a4d3b0e2e65960,chair,person on recliner
98d06e575e0b45018133888150125d73,figurine,top hat wearing character
8eff321e8d033814a9b406a1e75b885a287efb255f0bef4cefe9c86bac87f3c5,sculpture,parachute with attached figure
f0392773b0e54d6b865f1609da163524,chair,office chair
d4f2380726dc21ff4f5b51e4a17325e1aa814fd921bd39bc85c347c574fa2ff4,figurine,robotic figure
0f839d2726414d6d926d6a11655f8600,sculpture,abstract sculpture
0806b658b7e74c37a118c6019a078023,sword,trident
c9e57399bd9513f7347b3ece8cb6177f71e7565c4bb7f0f8826a729bcf2f815b,figurine,humanoid figure
08ba83e19f692bb0825468999d2a1a377647ef0855b62277c667f0e0e77ae62a,sword,abstract geometric sculpture
18024277a7304c57b4c695d8e2181e6d,car_(automobile),car on tilted surface
f0a14f6ca7fcfb727b6997ff7106430bf9295da873a01643fae9fd31c02e4232,chair,cat-shaped plug
ab9203d085712ecdb40d81c02960bd21388fe9876c35a517e9b9d47946cbd857,figurine,Sonic the Hedgehog 3D model
08f6a2c8a8264ef7ab2f52dc63ef466e,sword,pickaxe
186687773de74beb947b9f5440ff62ff,car_(automobile),car model
a7a2817e6e72ff55c7330017eb7508c353457a31814788c5320fac0d9185fbb1,figurine,gray plush rabbit toy
81942db3c84d41558faf975243b15541,sculpture,relief sculpture
095bd0928b88417a8b5a305e7ac6656d,sword,metallic weapon
189b8f2a79004cf08641d33d5f2240bc,car_(automobile),abstract sculpture
f0fedb04d38045568f6e01928236414c,chair,wooden chair
1fb022a94d1e1ea1ef1ee26d45fe2f16d5817f9471f661b358878e304b15755a,figurine,humanoid figure
ce4b1c8423c545208474926d28113400,sculpture,crumpled paper bag
09b00d873ecf4bd79f3225cb70f763ca,sword,sword
192ee303d279425b974ccfe4eb3edfff,car_(automobile),car
f148c431c79c4a989ceef6f943fcb617,chair,rotated square floor with chair
95cb0f8555c2d840609e308325983abefc22598c6ef9d347bd866924a23f7ce4,figurine,humanoid figure
2ff7fb501485d86af2d34b274da125e7334c65956a28b3d6d4a785ebdbabf183,sculpture,ceiling light fixture
f80e78d2d49914d60852f2a1b53765e5e7fa189906ae03684fbf25e48bf29400,figurine,humanoid figure
0a42dfec3de845d3a47efd81f10f41e5,sword,sword
19b8c8050d1e4d9d9daa230d28a90865,car_(automobile),abstract geometric sculpture
3d805b13ea4248a7a6ad4b8931223600,figurine,grey bunny-like animatronic
8d3252a402984537bec106426bbe4073,sculpture,cheese block
0ab4ad79d49e4d698d910de8c00ffcd0,sword,sword
42f891420913d095d217f925a6b4f16636d872464a4f646f1bb940deb8380d11,sculpture,fragmented rock
1a8f8b9e8b3b4b3c9ca6b1fbc0243b3d,car_(automobile),sports car
f2423b51fe2141e8857d3f1fa26b33ec,chair,metal chair
a5ab86a90694ec4e67c3d61d0943a5afea4500ee3dbbd830860c67946797754d,figurine,humanoid figure
7d086b606fdf71c6d9c313c65d77de7903b796237936b3ceadb017a372f0a1be,sculpture,falling figure
0b73b43a778e48e596eb24f2862ba914,sword,sword
1acbf6e943594d6e9759eb4ea47c83f6,car_(automobile),car model
f284edd036cacd7cf0f5ebf5a117a655e5d38311ffe2bd44dd2615a59df9c98f,chair,wooden chair
4d6cf1331ce842798a100d32e1f4bf52,sculpture,abstract sculpture
1b6ef17358834830bf6cd755b6a98730,car_(automobile),car model
f2e84eace8ff42c9b783b7cb9e42dd9f,chair,chair
7e435ae3562e5a2b1bf13a909d211053367137cf1747aa0a0c5b86710004de82,sculpture,abstract curved sculpture
1bccd001e2794970b6a244825c5889e0,car_(automobile),toy car
f34bfe921a8e4fa581debb78fc98278e,chair,abstract chair sculpture
e486375f2e3a4cf09eedf4c169d575f7,sculpture,abstract sculpture
0c91a1b601c24384a78e1d02f1ce7a10,sword,sword
1c5fdcad14e11ec6092732bb93bcdc2b6e6b86b370d35f610a0cb79f1b1ba7db,car_(automobile),disassembled aircraft model
f37aec9a82254fc5a613a90b097b7bdb,chair,abstract chair sculpture
376592f8c15d4a98be0a39ffa12656c1,figurine,plate with central object
af0e17a90e7bb7c3246dab8dc8d7c9bebb37936b4da745b54352cae5e8b9659c,sculpture,hand mirror
0d57a2f28bfd8a800393fb2a857c5288ab416d73f651f6e7428abb013d74ef54,sword,sword
1cf12213f4bc8ef36f92c297147e163843cee0b4314e5b65e7c3776f952de1ad,car_(automobile),gray plastic toy car
f3abefa00bbb484e91e607289118af06,chair,folded folder
899055bbcb5b1acb5cc163bcb15c8b227a6868e267f2e9e6f1f8fd6936506187,figurine,falling person
0d99812853d347319edcef1bec541f53,sword,sword
f4119a20ae5a458c83472ce876deca3a,chair,square table with chair
9b56d50aa2c54a919fa192655771d0f6,sculpture,abstract sculpture
0ddc1fff81024ce7ae002bd73c8fb486,sword,sword
1d4b375df33a4bd4b2ad226c69951219,car_(automobile),car
0e30b1829dd74f9d9a0f104974d7f743,sword,abstract gray shape
1d9c4f15a7322ba79a8e2d7a1f0a7b98acdbf822fda40d6738be85d0b00b1d29,car_(automobile),abstract geometric sculpture
f4a401dc56454dba8b80752a945b8c7a,chair,abstract geometric sculpture
451ea9ff4b0162e0d969fea06fcb52e4dc6f87de07ab75d437379f021af89eb6,figurine,robot figure
84c4877019504ae5ac030da93f277ea0,sculpture,abstract ink blot
0eaacb4493374aa7a23647ffbdec9282,sword,sword
f4ef3855b5984f06ba9638ac2d9ab7af,chair,armchair
e8803964337bf2556a52355e21c8b433ce4a4fde076b3c462104b32c373e6416,figurine,abstract geometric sculpture
f9ff8c11ce80fc31a0012f19ca3930e228381c173eceebbd4e0fe90385a5d77b,sculpture,abstract gray sculpture
0f16cd6c81b548d7834d5794d05cd851,sword,sword
1e3b10f50a9c4587bf93631e292eb771,car_(automobile),car model
083ad07ad7c202667a2439c36025a071074289262b2de0bdebf86ff46d73ce8d,figurine,humanoid figure
0f6207cda20a4a3bbd14040bbcb2a579,sword,sword
f58347b5875a4b0b8fb2e717ed44776c,chair,mechanical part
f0899b02888067fb3e65f45f429f8d55ed6b48eb36d39afc326841d50b9aea13,figurine,humanoid figure
1ed650ec9e01122293efababf1acac209615db0686afbbc3fbda7503dc701b2b,car_(automobile),car model
f5c43c25819739ba8f6c9e07206073eebdd720f1758520d7957dce9327ee0d96,chair,chair
baf4ae4c048460460fe41ac299e41cb7733b9bd65bd337a6032e0ce6eb3fef0a,figurine,robotic figure
9021b6ff183c05f01624b8e10b46c65233b2100b8b829d428553461388bb8394,sculpture,low-poly sphere
104835b1fb114225ad7a02b4d0b6d0d9,sword,knife
1ef808ab83e048008373eb4a9579df72,car_(automobile),helicopter model
f5fd442a5d584d13ae511ba50c380551,chair,table with chair
e6bde9221d504aea98b074835e664586,figurine,statue on circular base
1f61e0c69125b86bee323f15bf56f91049f913e4533ae89a811d48287f0bff2a,sculpture,abstract geometric sculpture
1f3815542f584e688550dcea39fe93f0,car_(automobile),sports car model
f6ad89af2c1d4a14559a86e70ef5b400879efc0ee95d471becee8644d72aa6b5,chair,wooden chair
68a3b198a43b2f756709889b6b06a990a3d67f90a11a5ef3c07609610c8d8a87,figurine,gray blocky humanoid figure
36ae5f975c886f80131b467f2d669279602e4d72707e0e4e5e12a1369c03debe,sculpture,bone fragment
112a196f826a47848a5d088bb81081ce,sword,abstract gray shape
f6d92cf95acb419b9a7e869d2ffa90c36d1236e4b76ebc773427adc45f2534d8,chair,office chair
f02577efcd45d20cfbea453bcb07cf8cfc78573fff291f6c9ad3040cef48ef86,figurine,humanoid figure
